,Title,Rate,Processeur,Windows Version,Carte Graphique,RAM,Disque Dur,Ecran,Poids,Price
53,Nouveau XPS 15,4.0,Processeur Intel® Core™ i5-10300H de 10e génération,Windows 10 Famille 64 bits,Carte graphique Intel® UHD,"8Go DDR4-2933MHz, 2x4Go",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i5-10300H de 10e génération,Windows 10 Famille 64 bits,"1 299,10 "
54,Nouveau XPS 13,4.4,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris Xe,8 Go de mémoire intégrée LPDDR4x à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 10 Famille 64 bits,"999,08 "
55,Nouveau XPS 13,4.4,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 11 Famille,Carte graphique Intel® Iris Xe,8 Go de mémoire intégrée LPDDR4x à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 256 Go,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 11 Famille,"949,09 "
56,Inspiron 17 2-en-1,4.3,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"8 Go, 2 x 4 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 10 Famille 64 bits,"1 049,04 "
57,Nouveau Inspiron 13,3.1,Processeur Intel® Core™ i5-11300H de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,8 Go de mémoire LPDDR4x intégrée à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 256 Go,Processeur Intel® Core™ i5-11300H de 11e génération,Windows 10 Famille 64 bits,"729,04 "
58,Nouveau Inspiron 13,3.1,Processeur Intel® Core™ i7-11370H de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,8 Go de mémoire LPDDR4x intégrée à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11370H de 11e génération,Windows 10 Famille 64 bits,"899,04 "
59,Nouveau Inspiron 13,3.1,Processeur Intel® Core™ i5-11300H de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,8 Go de mémoire LPDDR4x intégrée à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i5-11300H de 11e génération,Windows 10 Famille 64 bits,"799,03 "
60,Nouveau Inspiron 13,3.1,Processeur Intel® Core™ i3-1125G4 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® UHD avec mémoire graphique partagée,8 Go de mémoire LPDDR4x intégrée à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 256 Go,Processeur Intel® Core™ i3-1125G4 de 11e génération,Windows 10 Famille 64 bits,"629,04 "
61,Nouveau Inspiron 14 2-in-1,4.2,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"8 Go, 2 x 4 Go de mémoire DDR4 à 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,"879,05 "
62,Nouveau Inspiron 14 2-in-1,4.2,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"8 Go, 2 x 4 Go de mémoire DDR4 à 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 10 Famille 64 bits,"849,04 "
63,Nouveau Inspiron 14 2-en-1,4.2,Processeur Intel® Core™ i3-1125G4 de 11e génération,Windows 11 Famille (mode S),Carte graphique Intel® UHD avec mémoire graphique partagée,"8 Go, 1 x 8 Go de mémoire, DDR4 à 3 200 MHz",Disque SSD M.2 PCIe NVMe de 256 Go,Processeur Intel® Core™ i3-1125G4 de 11e génération,Windows 11 Famille (mode S),"699,04 "
64,Inspiron 15 2-en-1,4.1,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"8 Go, 2 x 4 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 256 Go,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 10 Famille 64 bits,"879,05 "
65,Nouveau XPS 17 - Configurez votre PC,3.3,Processeur Intel® Core™ i5-11400H de 11e génération,Windows 11 Famille,Carte graphique Intel® UHD,"8 Go, 2 x 4 Go de mémoire DDR4 à 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i5-11400H de 11e génération,Windows 11 Famille,
66,Nouveau XPS 15 - Configurez votre PC,4.0,Processeur Intel® Core™ i5-11400H de 11e génération,Windows 11 Famille,Carte graphique Intel® UHD,"8 Go, 2 x 4 Go de mémoire DDR4 à 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i5-11400H de 11e génération,Windows 11 Famille,
67,Inspiron 15 2-in-1,4.1,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 11 Famille,Carte graphique Intel® Iris® Xe MAX avec 4 Go de mémoire LPDDR4x,16 Go de mémoire LPDDR4x intégrée à 3 200 MHz,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 11 Famille,"1 499,04 "
68,Inspiron 15 3000,4.4,Processeur Intel® Pentium® Silver N5030,Windows 10 Famille (mode S) 64 bits,Carte graphique Intel® UHD 605 avec mémoire graphique partagée,"4 Go, 1 x 4 Go, de mémoire DDR4, 2 400 MHz",Disque SSD M.2 PCIe NVMe de 128 Go,Processeur Intel® Pentium® Silver N5030,Windows 10 Famille (mode S) 64 bits,"359,04 "
69,Inspiron 15 3000,4.1,Processeur mobile AMD Athlon™ Silver 3050U avec carte graphique Radeon™,Windows 10 Famille 64 bits,Carte graphique AMD Radeon™ avec mémoire graphique partagée,"4 Go, 1 x 4 Go, de mémoire DDR4, 2 400 MHz",Disque SSD M.2 PCIe NVMe de 256 Go,Processeur mobile AMD Athlon™ Silver 3050U avec carte graphique Radeon™,Windows 10 Famille 64 bits,"429,04 "
70,Nouveau XPS 13 2-en1,4.0,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 11 Famille,Carte graphique Intel® Iris Xe,8 Go de mémoire intégrée LPDDR4x à 4 267 MHz,Disque SSD M.2 PCIe NVMe x4 intégré de 256 Go,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 11 Famille,"1 349,05 "
71,Nouveau Inspiron 15 3000,3.9,Processeur Intel® Pentium® Silver N5030,Windows 10 Famille (mode S) 64 bits,Carte graphique Intel® UHD 605 avec mémoire graphique partagée,"4 Go, 1 x 4 Go, de mémoire DDR4, 2 400 MHz",Disque SSD M.2 PCIe NVMe de 128 Go,Processeur Intel® Pentium® Silver N5030,Windows 10 Famille (mode S) 64 bits,"409,03 "
72,Nouveau Inspiron 15 3000,3.9,Processeur Intel® Celeron® N4020,Windows 10 Famille (mode S) 64 bits,Carte graphique Intel® UHD 600 avec mémoire graphique partagée,"4 Go, 1 x 4 Go, de mémoire DDR4, 2 400 MHz",Disque SSD M.2 PCIe NVMe de 128 Go,Processeur Intel® Celeron® N4020,Windows 10 Famille (mode S) 64 bits,"379,03 "
73,Nouveau Inspiron 15 3000,3.9,Processeur Intel® Core™ i3-1115G4 de 11e génération,Windows 11 Famille (mode S),Carte graphique Intel® UHD avec mémoire graphique partagée,"4 Go, 1 x 4 Go de mémoire, DDR4 à 2 666 MHz",Disque SSD M.2 PCIe NVMe de 256 Go,Processeur Intel® Core™ i3-1115G4 de 11e génération,Windows 11 Famille (mode S),"519,04 "
74,Nouveau Inspiron 15 3000,3.9,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 11 Famille,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"16 Go, 2 x 8 Go, DDR4, 2 666 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 11 Famille,"839,04 "
75,Nouveau Inspiron 15 3000,4.0,Processeur mobile AMD Athlon™ Silver 3050U avec carte graphique Radeon™,Windows 11 Famille,Carte graphique AMD Radeon™ avec mémoire graphique partagée,"4 Go, 1 x 4 Go, de mémoire DDR4, 2 400 MHz",Disque SSD M.2 PCIe NVMe de 256 Go,Processeur mobile AMD Athlon™ Silver 3050U avec carte graphique Radeon™,Windows 11 Famille,
76,Nouveau XPS 13,4.0,Processeur Intel® Core™ i7-1185G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris Xe,16 Go de mémoire intégrée LPDDR4x à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-1185G7 de 11e génération,Windows 10 Famille 64 bits,"1 599,06 "
77,Nouveau XPS 13,4.0,Processeur Intel® Core™ i7-1185G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris Xe,16 Go de mémoire intégrée LPDDR4x à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-1185G7 de 11e génération,Windows 10 Famille 64 bits,"1 699,06 "
78,Nouveau XPS 13,4.0,Processeur Intel® Core™ i7-1185G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris Xe,16 Go de mémoire intégrée LPDDR4x à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-1185G7 de 11e génération,Windows 10 Famille 64 bits,"1 499,05 "
79,Nouveau Alienware X17,3.0,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3080 avec 16 Go de mémoire GDDR6,16GB DDR4 3200MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,
80,Nouveau Alienware X17,3.0,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,16GB DDR4 3200MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,
81,Inspiron 14-7400,4.0,Processeur Intel® Core™ i7 11e génération,Windows 10 Famille,Carte graphique NVIDIA®    GeForce® MX350,Mémoire 16 Go,Disque SSD 512 Go,Processeur Intel® Core™ i7 11e génération,Windows 10 Famille,"949,03 "
82,Alienware m15 R4 Gaming Laptop,4.1,Processeur Intel® Core™ i7-10870H de 10e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,16 Go de mémoire DDR4 à 2 933 MHz,Disque SSD PCIe M.2 de 512 Go,Processeur Intel® Core™ i7-10870H de 10e génération,Windows 11 Famille,
83,Nouveau Inspiron 15,4.6,Processeur mobile AMD Ryzen™ 7 5700U 8 coeurs/16 threads avec carte graphique Radeon™,Windows 10 Famille 64 bits,Carte graphique AMD Radeon™ avec mémoire graphique partagée,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur mobile AMD Ryzen™ 7 5700U 8 coeurs/16 threads avec carte graphique Radeon™,Windows 10 Famille 64 bits,"849,04 "
84,Nouveau Alienware X17,3.0,Processeur Intel® Core™ i9-11980HK de 11 génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3080 avec 16 Go de mémoire GDDR6,32 Go de mémoire DDR4 XMP bicanale à 3 466 MHz,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i9-11980HK de 11 génération,Windows 11 Famille,
85,Nouveau Alienware X17,3.0,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,32 Go de mémoire DDR4 XMP bicanale à 3 466 MHz,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,
86,Nouveau Alienware X17,3.0,Processeur Intel® Core™ i9-11980HK de 11 génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3080 avec 16 Go de mémoire GDDR6,"32 Go, 2 x 16 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i9-11980HK de 11 génération,Windows 11 Famille,
87,Nouveau Alienware X17,3.0,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3080 avec 16 Go de mémoire GDDR6,32 Go de mémoire DDR4 XMP bicanale à 3 466 MHz,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,
88,Nouveau Inspiron 15,4.6,Processeur mobile AMD Ryzen™ 7 5700U 8 coeurs/16 threads avec carte graphique Radeon™,Windows 10 Famille 64 bits,Carte graphique AMD Radeon™ avec mémoire graphique partagée,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur mobile AMD Ryzen™ 7 5700U 8 coeurs/16 threads avec carte graphique Radeon™,Windows 10 Famille 64 bits,"849,04 "
89,Nouveau XPS 17,4.0,Processeur Intel® Core™ i7-10750H de 10e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce® GTX 1650 Ti avec 4 Go de mémoire GDDR6,"16Go DDR4-2933MHz, 2x8Go",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-10750H de 10e génération,Windows 11 Famille,"1 999,24 "
90,Nouveau XPS 17,4.0,Processeur Intel® Core™ i7-10750H de 10e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce® GTX 1650 Ti avec 4 Go de mémoire GDDR6,"16Go DDR4-2933MHz, 2x8Go",Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-10750H de 10e génération,Windows 11 Famille,"2 099,22 "
91,Nouveau XPS 17,4.0,Processeur Intel® Core™ i7-10875H de 10e génération,Windows 11 Famille,Carte NVIDIA® GeForce RTX™ 2060 avec 6 Go de mémoire GDDR6 et technologie Max-Q,"16Go DDR4-2933MHz, 2x8Go",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-10875H de 10e génération,Windows 11 Famille,"2 149,22 "
92,Alienware m15 R4 Gaming Laptop,4.1,Processeur Intel® Core™ i9-10980HK de 10e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,32 Go de mémoire DDR4 à 2 933 MHz,Configuration RAID0 1 To (2 disques SSD PCIe M.2 de 512 Go),Processeur Intel® Core™ i9-10980HK de 10e génération,Windows 11 Famille,
93,Alienware m15 R4 Gaming Laptop,4.1,Processeur Intel® Core™ i9-10980HK de 10e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3080 avec 8 Go de mémoire GDDR6,32 Go de mémoire DDR4 à 2 933 MHz,Configuration RAID0 1 To (2 disques SSD PCIe M.2 de 512 Go),Processeur Intel® Core™ i9-10980HK de 10e génération,Windows 11 Famille,
94,Alienware m15 R4 Gaming Laptop,4.1,Processeur Intel® Core™ i9-10980HK de 10e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3080 avec 8 Go de mémoire GDDR6,32 Go de mémoire DDR4 à 2 933 MHz,Configuration RAID0 4 To (2 disques SSD PCIe M.2 de 2 To) [Démarrage] + Disque SSD PCIe M.2 512 Go [Stockage],Processeur Intel® Core™ i9-10980HK de 10e génération,Windows 11 Famille,
95,Nouveau Inspiron 14,4.2,11th Generation Intel® Core™ i7-11390H Processor,Windows 11 Famille,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",1TB M.2 PCIe NVMe Solid State Drive,11th Generation Intel® Core™ i7-11390H Processor,Windows 11 Famille,"999,04 "
96,Nouveau Inspiron 14,4.2,11th Generation Intel® Core™ i7-11390H Processor,Windows 11 Famille,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,11th Generation Intel® Core™ i7-11390H Processor,Windows 11 Famille,"929,04 "
97,Dell G5 AMD 15 Gaming Laptop,4.3,Processeur mobile AMD Ryzen™ 5 4600H avec carte graphique Radeon™,Windows 11 Famille,Carte graphique AMD Radeon™ RX 5600 avec 6 Go de mémoire GDDR6,"8 Go, 2x4 Go, DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur mobile AMD Ryzen™ 5 4600H avec carte graphique Radeon™,Windows 11 Famille,"949,18 "
98,Dell G5 AMD 15 Gaming Laptop,4.3,Processeur mobile AMD Ryzen™ 7 4800H avec carte graphique Radeon™,Windows 11 Famille,Carte graphique AMD Radeon™ RX 5600 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 1 To,Processeur mobile AMD Ryzen™ 7 4800H avec carte graphique Radeon™,Windows 11 Famille,"1 199,18 "
99,Nouveau Dell G5 15 (AMD®),4.3,Processeur mobile AMD Ryzen™ 7 4800H avec carte graphique Radeon™,Windows 11 Famille,Carte graphique AMD Radeon™ RX 5600 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur mobile AMD Ryzen™ 7 4800H avec carte graphique Radeon™,Windows 11 Famille,"1 149,18 "
100,Inspiron 13 2-in-1,4.3,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 11 Famille,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,8 Go de mémoire LPDDR4x intégrée à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i5-1135G7 de 11e génération,Windows 11 Famille,"999,04 "
101,Nouveau Alienware X15,4.4,Processeur Intel® Core™ i9-11900H de 11 génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,32 Go de mémoire DDR4 à 3 200 MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i9-11900H de 11 génération,Windows 11 Famille,
102,Nouveau Inspiron 16 plus,4.1,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"32 Go, 2 x 16 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"1 699,19 "
103,Nouveau Inspiron 15 plus,3.9,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3050 avec 4 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,"1 199,18 "
104,Nouveau Inspiron 16 plus,4.1,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"1 499,18 "
105,Nouveau Inspiron 15,4.3,11th Generation Intel® Core™ i7-11390H Processor,Windows 11 Famille,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,11th Generation Intel® Core™ i7-11390H Processor,Windows 11 Famille,"919,03 "
106,Nouveau Inspiron 16 plus,4.1,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique Intel® UHD,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"1 129,19 "
107,Nouveau Inspiron 15,4.3,11th Generation Intel® Core™ i7-11390H Processor,Windows 11 Famille,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",1TB M.2 PCIe NVMe Solid State Drive,11th Generation Intel® Core™ i7-11390H Processor,Windows 11 Famille,"999,04 "
