,Title,Rate,Processeur,Windows Version,Carte Graphique,RAM,Disque Dur,Ecran,Poids,Price
108,Nouveau Inspiron 16 plus,4.1,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3050 avec 4 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"1 299,17 "
109,Nouveau Alienware X15,4.4,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,16 Go de mémoire DDR4 à 3 200 MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,
110,Nouveau Alienware X15,4.4,Processeur Intel® Core™ i9-11900H de 11 génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,32 Go de mémoire DDR4 à 3 200 MHz,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i9-11900H de 11 génération,Windows 11 Famille,
111,Nouveau Alienware X15,4.4,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,32 Go de mémoire DDR4 à 3 200 MHz,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11 génération,Windows 11 Famille,
112,Nouveau Dell G3 15,4.2,Intel® Core™ i5-10300H de 10e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce® GTX 1650 avec 4 Go de mémoire GDDR6,"8Go DDR4-2933MHz, 2x4Go",Disque SSD 256 Go,Intel® Core™ i5-10300H de 10e génération,Windows 10 Famille 64 bits,"749,18 "
113,Nouveau Dell G3 15,4.2,Processeur Intel® Core™ i7-10750H de 10e génération,Windows 10 Famille 64 bits,Carte NVIDIA® GeForce RTX™ 2060 avec 6 Go de mémoire GDDR6 (OC Ready),"16Go DDR4-2933MHz, 2x8Go",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-10750H de 10e génération,Windows 10 Famille 64 bits,"1 199,18 "
114,Nouveau Dell G3 15,4.2,Intel® Core™ i5-10300H de 10e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce® GTX 1650 avec 4 Go de mémoire GDDR6,"8Go DDR4-2933MHz, 2x4Go",Disque SSD M.2 PCIe NVMe de 512 Go,Intel® Core™ i5-10300H de 10e génération,Windows 10 Famille 64 bits,"799,18 "
115,XPS 13 9305,4.4,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 11 Famille,Carte graphique Intel® Iris Xe,16 Go de mémoire intégrée LPDDR4x à 4 267 MHz,"512 GB, M.2, PCIe NVMe, SSD",Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 11 Famille,"1 499,09 "
116,Nouveau Dell G3 15,4.2,Intel® Core™ i5-10300H de 10e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce® GTX 1660 Ti avec 6 Go de mémoire GDDR6,"8Go DDR4-2933MHz, 2x4Go",Disque SSD M.2 PCIe NVMe de 1 To,Intel® Core™ i5-10300H de 10e génération,Windows 10 Famille 64 bits,"1 149,18 "
117,Nouveau Dell G3 15,4.2,Intel® Core™ i5-10300H de 10e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce® GTX 1660 Ti avec 6 Go de mémoire GDDR6,"8Go DDR4-2933MHz, 2x4Go",Disque SSD M.2 PCIe NVMe de 512 Go,Intel® Core™ i5-10300H de 10e génération,Windows 10 Famille 64 bits,"999,18 "
118,Nouveau Inspiron 14 2-en-1,4.2,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,"999,04 "
119,Nouveau Inspiron 14 2-in-1,4.2,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce® MX350 avec 2 Go de mémoire GDDR5,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,"1 049,04 "
120,Inspiron 15 2-en-1,4.1,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,"1 099,04 "
121,Nouveau Dell G3 15,4.2,Processeur Intel® Core™ i7-10750H de 10e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce® GTX 1660 Ti avec 6 Go de mémoire GDDR6,"16Go DDR4-2933MHz, 2x8Go",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-10750H de 10e génération,Windows 10 Famille 64 bits,"1 149,18 "
122,Nouveau Dell G3 15,4.2,Processeur Intel® Core™ i7-10750H de 10e génération,Windows 10 Famille 64 bits,Carte NVIDIA® GeForce RTX™ 2060 avec 6 Go de mémoire GDDR6 (OC Ready),"16Go DDR4-2933MHz, 2x8Go",Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-10750H de 10e génération,Windows 10 Famille 64 bits,"1 299,18 "
123,Nouveau XPS 17 - Configurez votre PC,3.3,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6 [70 W],"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"2 799,22 "
124,Nouveau XPS 15 - Configurez votre PC,4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3050 Ti avec 4 Go de mémoire GDDR6 [45 W],"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,
125,Nouveau XPS 17 - Configurez votre PC,3.3,Processeur Intel® Core™ i9-11900H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6 [70 W],32 Go,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i9-11900H de 11e génération,Windows 11 Famille,"2 999,23 "
126,Nouveau XPS 15 - Configurez votre PC,4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3050 Ti avec 4 Go de mémoire GDDR6 [45 W],"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"1 849,21 "
127,Nouveau XPS 17 - Configurez votre PC,3.3,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3050 avec 4 Go de mémoire GDDR6 [60 W],"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"2 099,22 "
128,Nouveau XPS 17 - Configurez votre PC,3.3,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3050 avec 4 Go de mémoire GDDR6 [60 W],"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"2 299,22 "
129,Nouveau XPS 15,4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3050 Ti avec 4 Go de mémoire GDDR6 [45 W],32 Go,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,"2 099,22 "
130,Nouveau XPS 15,4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3050 Ti avec 4 Go de mémoire GDDR6 [45 W],"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,"1 849,21 "
131,Nouveau XPS 15 - Configurez votre PC,4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3050 Ti avec 4 Go de mémoire GDDR6 [45 W],32 Go,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"2 299,22 "
132,Nouveau XPS 17 - Configurez votre PC,3.3,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3050 avec 4 Go de mémoire GDDR6 [60 W],"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"2 499,22 "
133,Nouveau Dell G15 Gaming (AMD),4.1,Processeur mobile AMD Ryzen™ 7 5800H 8 coeurs/16 threads,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 1 To,Processeur mobile AMD Ryzen™ 7 5800H 8 coeurs/16 threads,Windows 11 Famille,"1 299,29 "
134,Nouveau Dell G15 Gaming (AMD),4.1,Processeur mobile AMD Ryzen™ 7 5800H 8 coeurs/16 threads,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur mobile AMD Ryzen™ 7 5800H 8 coeurs/16 threads,Windows 10 Famille 64 bits,"1 249,30 "
135,Nouveau Dell G15 Gaming (AMD),4.1,Processeur mobile AMD Ryzen™ 5 5600H 6 coeurs/12 threads,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3050 avec 4 Go de mémoire GDDR6,"8 Go, 1 x 8 Go de mémoire, DDR4 à 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur mobile AMD Ryzen™ 5 5600H 6 coeurs/12 threads,Windows 10 Famille 64 bits,"899,30 "
136,Nouveau Dell G15 Gaming (AMD),4.1,Processeur mobile AMD Ryzen™ 7 5800H 8 coeurs/16 threads,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3050 Ti avec 4 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur mobile AMD Ryzen™ 7 5800H 8 coeurs/16 threads,Windows 11 Famille,
137,Nouveau Dell G15 Gaming Laptop,4.1,10th Generation Intel® Core™ i5-10200H,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3050 Ti avec 4 Go de mémoire GDDR6,8 Go,Disque SSD M.2 PCIe NVMe de 512 Go,10th Generation Intel® Core™ i5-10200H,Windows 10 Famille 64 bits,"879,30 "
138,Nouveau Dell G15 (Special Edition),4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"1 599,29 "
139,Nouveau Dell G15 (Special Edition),4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"1 699,31 "
140,Dell G15,4.0,Processeur Intel® Core™ i5-11400H de 11e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3050 avec 4 Go de mémoire GDDR6,8 Go de mémoire DDR4 3 200 MHz,Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i5-11400H de 11e génération,Windows 10 Famille 64 bits,"879,30 "
141,Nouveau Dell G15 (Special Edition),4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte NVIDIA® GeForce RTX™ 3050 Ti avec 4 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,
142,Nouveau Dell G15 (Special Edition),4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,"1 549,31 "
143,Nouveau Dell G15 Gaming Laptop,4.1,10th Generation Intel® Core™ i7-10870H,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go de mémoire DDR4 à 2 933 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,10th Generation Intel® Core™ i7-10870H,Windows 11 Famille,"1 299,30 "
144,Nouveau Dell G15 (Special Edition),4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,"1 599,29 "
145,Nouveau Dell G15 Gaming Laptop,4.1,Processeur Intel® Core™ i5-10500H de 10e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce® GTX 1650 avec 4 Go de mémoire GDDR6,8 Go,Disque SSD M.2 PCIe NVMe de 256 Go,Processeur Intel® Core™ i5-10500H de 10e génération,Windows 11 Famille,"799,30 "
146,Nouveau Dell G15 (Special Edition),4.0,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,"1 499,30 "
147,Nouveau  XPS 13 2-in-1,4.0,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris Xe,16 Go de mémoire intégrée LPDDR4x à 4 267 MHz,Disque SSD M.2 PCIe NVMe x4 intégré de 512 Go,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,"1 549,04 "
148,Nouveau XPS 13 2-en1,4.0,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 11 Famille,Carte graphique Intel® Iris Xe,16 Go de mémoire intégrée LPDDR4x à 4 267 MHz,Disque SSD M.2 PCIe NVMe x4 intégré de 512 Go,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 11 Famille,"1 849,04 "
149,Nouveau XPS 13 2-en1,4.0,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,Carte graphique Intel® Iris Xe,32 Go de mémoire intégrée LPDDR4x à 4 267 MHz,Disque SSD PCIe NVMe x4 intégré de 1 To,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 10 Famille 64 bits,"2 099,05 "
150,Nouveau Alienware m15 Ryzen Edition R5,3.9,AMD Ryzen 9 5900HX,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe de 1 To,AMD Ryzen 9 5900HX,Windows 11 Famille,
151,Alienware m15 Ryzen Edition R5,3.9,AMD Ryzen 7 5800H,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3050 Ti avec 4 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD PCIe M.2 de 512 Go,AMD Ryzen 7 5800H,Windows 11 Famille,
152,Nouveau Alienware m15 Ryzen Edition R5,3.9,AMD Ryzen 7 5800H,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe de 1 To,AMD Ryzen 7 5800H,Windows 11 Famille,
153,Nouveau Alienware m15 Ryzen Edition R5,3.9,AMD Ryzen 7 5800H,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD PCIe M.2 de 512 Go,AMD Ryzen 7 5800H,Windows 11 Famille,
154,Nouveau Alienware m15 Ryzen Edition R5,3.9,AMD Ryzen 9 5900HX,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,"32 Go, 2 x 16 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe de 1 To,AMD Ryzen 9 5900HX,Windows 11 Famille,
155,Inspiron 13 2-in-1,4.3,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 11 Famille,Carte graphique Intel® Iris® Xe avec mémoire graphique partagée,16 Go de mémoire LPDDR4x intégrée à 4 267 MHz,Disque SSD M.2 PCIe NVMe de 1 To,Processeur Intel® Core™ i7-1165G7 de 11e génération,Windows 11 Famille,
156,Nouvea Alienware m15 R6 Gaming Laptop,3.6,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe de 1 To,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 11 Famille,
157,Nouvea Alienware m15 R6 Gaming Laptop,3.6,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i7-11800H de 11e génération,Windows 10 Famille 64 bits,
158,Nouvea Alienware m15 R6 Gaming Laptop,3.6,Processeur Intel® Core™ i7 11800H,Windows 10 Famille 64 bits,Carte graphique NVIDIA® GeForce RTX™ 3080 avec 8 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe de 1 To,Processeur Intel® Core™ i7 11800H,Windows 10 Famille 64 bits,
159,Nouveau Alienware m15 R6 Gaming Laptop,3.6,Processeur Intel® Core™ i5 11400H,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe NVMe de 512 Go,Processeur Intel® Core™ i5 11400H,Windows 11 Famille,
160,Nouveau Alienware m15 R6 Gaming Laptop,3.6,Processeur Intel® Core™ i7 11800H,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3060 avec 6 Go de mémoire GDDR6,"16 Go, 2 x 8 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe de 1 To,Processeur Intel® Core™ i7 11800H,Windows 11 Famille,
161,Nouveau Alienware m15 R6 Gaming Laptop,3.6,Processeur Intel® Core™ i7 11800H,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3080 avec 8 Go de mémoire GDDR6,"32 Go, 2 x 16 Go, de mémoire DDR4, 3 200 MHz",2 To (2 disques SSD PCIe M.2 de 1 To),Processeur Intel® Core™ i7 11800H,Windows 11 Famille,
162,Nouveau Alienware m15 R6 Gaming Laptop,3.6,Processeur Intel® Core™ i7 11800H,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,"32 Go, 2 x 16 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe de 1 To,Processeur Intel® Core™ i7 11800H,Windows 11 Famille,
163,Nouveau Alienware m15 R6 Gaming Laptop,3.6,Processeur Intel® Core™ i9 11900H,Windows 11 Famille,Carte graphique NVIDIA® GeForce RTX™ 3070 avec 8 Go de mémoire GDDR6,"32 Go, 2 x 16 Go, de mémoire DDR4, 3 200 MHz",Disque SSD M.2 PCIe de 1 To,Processeur Intel® Core™ i9 11900H,Windows 11 Famille,
